pathway	K058683-R	K058684-R	K058685-R	K058686-R	K058687-R	K058688-R	K058689-R	K058690-R	K058691-R	K058692-R	K058693-R	K058694-R	K058695-R	K058696-R	K058697-R	K058698-R	K058699-R	K058700-R	K058701-R	K058702-R	K058703-R	K058704-R	K058705-R	K058706-R	K058707-R	K058708-R	K058709-R	K058710-R	K058711-R	K058712-R	K058713-R	K058714-R	K058715-R	K058716-R	K058717-R	K058718-R	K058720-R	K058721-R	K058722-R	K058723-R	K058725-R	K058726-R	K058727-R	K058728-R	K058729-R	K058730-R	K058731-R	K058732-R	K058778-R	K058779-R	K058780-R	K058781-R	K058782-R	K058783-R	K058784-R	K058785-R	K058786-R	K058787-R	K058788-R	K058789-R	K058790-R	K058791-R	K058792-R	K058793-R	K058794-R	K058795-R	K058796-R	K058797-R	K058798-R	K058799-R	K058800-R	K058802-R	K058803-R	K058804-R	K058805-R	K058806-R	K058807-R	K058808-R	K058809-R	K058810-R	K058811-R	K058812-R	K058813-R	K058814-R	K058815-R	K058816-R	K058817-R	K058818-R	K058819-R	K058820-R	K058821-R	K058822-R	K058823-R	K058824-R
PWY-7392	4126.948671857552	2045.2957262493915	1191.602356816034	749.8636849490257	1154.7838371978182	1838.894139152778	1509.8616141622454	708.9967082005926	1476.0946895508127	1642.539777004831	1172.5901880714325	381.91937430988565	1576.4220024303074	897.0511350410576	1409.5331562562242	1227.0489932787332	2834.1289566202154	563.4995129582884	984.4078949927998	1533.8926434042417	491.10126229684573	2737.0127034539305	2640.175134288885	2907.400820921809	787.1541480911932	1809.052451439482	691.686784579712	629.5505031172759	1418.8882171746186	817.0677677588095	1764.7865167543657	1313.079747653341	1624.8717719270487	4316.217503429104	4231.405051733384	3261.6039835968927	1899.0937920491897	5196.364302122842	1856.380901586955	4135.240734535789	3073.6313021265682	2624.39768482051	829.331514620085	2837.4338282014724	1866.037355251336	2068.8610070198906	2111.6453455221235	3411.9660492784274	1225.7004936840876	2610.0850089562045	3065.1536624830187	4924.3111771795175	2340.4094915271307	1527.4479967883722	3429.9409394996947	405.24013642714465	1121.4210491736826	1477.2107270001475	3111.6772997809844	2424.287505133501	629.295741466811	3884.4072929295257	3697.826652814551	2881.6610131293787	5187.562977018255	2419.612398515135	322.66169590818447	2554.8275428193133	855.8987664206975	4603.733738755925	1562.363130621737	3825.6054327959373	7301.557382436168	2618.242580918913	6457.172621265521	1316.3375135294707	3467.953397096942	2047.620645273169	6522.769224425375	589.5862110922383	2492.031152536262	4261.0047868324655	2772.7091112384596	1717.0306978414012	4394.139653106423	3853.7696197358814	4765.167874190575	2457.8520906163067	4305.305439624356	4035.417953292983	2967.535349387582	4261.455394764094	1535.3659764066197	913.9588847819333
PWY-7400	6190.522538705106	2037.6455762254416	2081.1727472887214	1695.309809073155	2031.3876975712092	1836.117761253368	3129.8223510220937	1202.6625756953358	1746.0365577441114	2847.680215442548	1946.3204033223599	613.3624634966216	1765.3472528296093	1292.0541695275988	2391.740997329159	1464.1699332489482	2864.699599204402	1137.512955780538	1830.1382253530849	1713.7571321896771	1649.8293451280163	2397.330717031669	2878.4533220282296	3626.1965045150414	1475.2423774250615	2604.2238870000083	4249.1834481116	1781.4624988711946	2924.801119819527	1808.5201924977746	3023.4975550161826	2760.109866726678	2505.701177682393	5852.194284081169	5838.915503891453	4137.468891273065	2852.491823429502	6270.033813176639	3004.7507597959398	4543.526842349742	5407.723396745724	5119.645823948444	1497.3822210482633	5036.953866724814	4211.6433010328765	3092.236577727513	3440.0694412250077	6147.543287742073	2199.792032945787	3873.106406131596	5536.401185023065	6984.604461109116	5291.85398014124	3201.478067731733	6564.872210949069	2145.184168252322	2663.5422803834	2255.9350868716033	4445.508633316971	2587.277193410948	1538.0268424200603	5042.436371193774	6002.887390665271	4466.087495132102	5746.352550268574	5270.139920296265	1649.939691573405	2873.310182382956	2529.2347940439245	5181.864948724244	4441.629927556722	4591.206598790485	8196.0720389651	3391.1200494316663	7182.265923863689	2250.1387318923425	3956.958283552019	3617.4928275390266	7183.494115559031	556.6273755374424	2723.8096775407007	5451.258232498355	3901.951530059955	3734.8854985351095	5002.232004875194	4729.71491847853	5256.996821643144	3405.488538830143	4666.638632936163	4561.628339100303	4457.122230012916	4550.304286915392	1712.6431765646703	1331.1525958991917
PWY-7431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.082375653214129	3.0514312451204155	13.49505453354441	0.0	0.0	43.67151699424476	20.072910182493573	136.09086558261154	23.320494122684607	20.11635088623438	0.0	0.0	0.0	106.79473667817227	0.0	0.0	13.30508438666593	119.96621018941184	180.67253742609134	0.0	17.842040943561518	0.0	103.53490382537281	0.0	0.0	0.0	2.8525901158863216	0.0	0.0	0.0	0.0	0.0	0.0	71.47604608853851	0.0	0.0	0.0	39.75630856209867	0.0	14.718425747891008	0.0	0.0	32.90339921444784	0.0	0.0	62.44798664669985	21.08222378815414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.2062349836427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.40235720298988	0.0	0.0	41.39422180801491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.97303366999111	0.0	0.0
PWY-7446	0.0	203.44	0.0	0.0	33.86	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	0.0	0.0	0.0	451.5	0.0	0.0	176.5	0.0	0.0	47.0	17.0	0.0	0.0	0.0	0.0	10.0	63.0	0.0	25.88235294117647	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	95.0	0.0	0.0	8.5	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7456	47.00183515475476	616.3973831433856	1170.7230449303065	387.20273300407183	1006.8596094236347	901.5347593011402	943.0796963328788	390.89561863592286	181.45250741688412	837.6009753037632	1230.779897289316	319.29191174536743	0.0	340.6737486786659	122.74892858438892	197.96022607111414	341.14413652225454	363.0405779658505	380.45406727465837	519.2134245844646	339.90458535804055	191.1484381204658	409.1824239917058	1020.4977140941777	0.0	0.0	1102.8446223214307	445.66911429083416	688.5973384210398	553.0840841759766	930.5241719436535	503.8189237600125	584.982582789824	191.4283141453217	611.6423189050843	300.8240550434351	254.04599862839788	640.9575920236164	181.34822458442378	153.03204232651964	1651.430980627087	1608.5772391426199	834.6949477846961	1742.0362363767806	1412.7369455515886	1226.4958355939373	1257.9302796235795	2070.9031347653417	903.0548688710353	1006.5201717223559	1375.853072892435	2243.122221216263	548.283855168534	1310.9989576124228	1675.4083249199552	0.0	635.8305788255161	558.5719301738702	1804.6397844756234	496.776950902093	633.7035255215472	317.2255789171707	1186.4147414232177	539.3823687218612	228.51935075451604	901.3594406116691	111.84388993271887	363.91215077129095	578.3887550019567	223.16161957679265	450.65766190247723	488.92517618173514	1035.1860250129312	271.4486233501922	824.5332885672634	337.14623499538396	467.9574543698955	308.52360591053696	136.61507258941856	0.0	490.09614786188405	829.4473146997387	355.0243632456593	215.9481051782595	707.5019186705305	926.0875955472851	1644.968068847874	617.0689853226002	1040.961304486693	1246.6865836895781	836.3470309088693	969.6781672780827	153.52706151489235	0.0
PWY-7527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.82745970235049	0.0	0.0	0.0	0.0	21.72205047354289	0.0	0.0	0.0	0.0	89.01068346163628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.40202025261779	0.0	17.02468140749169	72.19103380321147	27.51438297111541	0.0	34.845685719596204	131.77028665227886	0.0	0.0	0.0	0.0	0.0	21.768387333117392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7539	4897.923704669983	1968.093809209018	2604.9387996796763	2654.9919914255242	2608.7108517982274	2360.815633113821	2747.803296549013	1260.4259098588213	2023.2571765661396	2816.413939685892	2789.8019822073993	542.245624836663	1416.0954200207982	1445.127079357631	1611.953622743466	2121.655775406315	3071.8153471020837	1135.623973025722	1747.6056998443578	1710.146759514154	1362.077634054727	2326.693200731112	2899.4710169635223	4739.428328884139	1927.2934995556127	1652.0741265903507	2279.129119236057	2122.988863653074	2364.340535449192	1873.182569398278	2522.0176305228724	1998.9366736948223	1850.941888732805	5356.150659167939	5357.57616943286	3641.53183568465	2051.007807205552	5641.193379808635	2222.6425277843036	4528.119793864532	3910.6366856165796	4214.273823929595	1359.1034935033765	3638.521574165138	3338.8611280583227	2513.581525453157	2582.353930297525	4647.508811406773	1786.6903813473102	3587.7309365863725	4208.644076708298	6585.012793024523	4255.064368036987	2568.42266872614	4778.003641090661	1484.857673992632	2098.7533717032484	1961.7168805880701	4328.164568420957	2682.442976046299	1294.8988778262415	4116.433976397325	4206.002799267428	3444.8435419136817	5948.557322457976	3936.4898133225597	742.1840635168534	3240.143266763832	1921.379434276482	4723.906026441068	2773.4072492804958	4513.304773671711	8457.833401007343	2847.22448010832	7032.974514590225	1757.903023884331	4549.097694308913	3374.9476753295476	7068.243057260633	739.6660587484939	2845.877969194692	4933.432134165956	3771.874232136818	2012.3604375749462	5348.0076226812735	4027.815003061276	5886.15523304883	3255.8515987681544	4808.929003476482	4532.438503714088	3993.679297610396	5136.524062259957	1654.9232120244922	516.8773087597516
PWY-7560	7331.478423194264	2966.317960474314	3537.584110345239	2775.805367118879	3162.066275261546	3364.5088235654994	3939.562634233216	1674.7444280232735	2586.4686118079185	3923.4849252136723	3481.399782718968	870.1372056399741	2130.779469837486	1796.439693290914	2710.9707699371947	2529.3712421262408	4144.567026701042	1457.973706425242	2524.782191930637	2048.802820531759	2070.6310374604777	3016.1958994408633	3775.008354394494	5570.8121280982095	2535.427303624847	2868.387537417614	5485.897473612169	2858.9375877467764	4099.155022045285	2904.770810357381	4583.586796730048	3640.414187192774	3243.871581767588	7270.277942299703	7307.653596797064	5110.678516214161	3331.5853985061563	7860.427214335119	3603.472515033069	5515.4838472771	6293.980683214409	6194.917152668725	1930.5410025363574	5994.791850990699	5240.725049208664	3961.800875647633	4133.762886776582	7371.563999893716	2905.0517306423603	4731.348418427619	6565.1206429875265	8867.050774238243	6219.457966533098	3822.709388505399	8046.582115863235	2605.936938920833	3278.9716946220897	2835.0002065791887	6021.376486845414	3406.454534794622	2062.1777242306516	5882.635307649659	7159.443658761904	5626.569287047803	7540.513646407229	6712.536688648477	1708.662696798049	4213.058565474084	3300.705780520465	6455.833908838721	5165.9867738849025	5811.55581506257	10694.18046866217	4072.1846152953594	9061.409618677813	2645.1271094495955	5251.983219492664	4446.361921990135	9161.563150654723	803.6919672076441	3486.5759712946638	6675.597673186821	5221.920223098009	4318.998324535066	6673.851067642654	5532.929982822816	6873.559432447333	4560.109124186992	5879.751829484568	5706.619521541541	5300.426685803139	6165.534842747565	2157.509218565445	1414.7744591062444
PWY-7616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.953582953892404	0.0	0.0	0.0	0.0	0.0	144.64368790562582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663	9144.85365555076	3382.422441544812	4119.236276542074	3216.538779636108	3868.7026594231884	3525.8760993149467	4848.823720239088	1873.1427660358368	2979.6871926491444	4585.175681514516	4046.375459279039	1063.8666247481594	2222.082265013206	1909.176786897221	2928.643490356129	2848.661158954541	4217.203283580337	1666.6810655821116	2714.1652565136324	2630.561717953312	2360.8062058074815	3424.693627954632	4023.346693154792	6967.037879595925	2762.19408768667	3569.0264295653046	6478.0317718190045	3354.6705733986146	4429.279765677759	3331.941077294847	5136.6936957757325	4238.195705581834	3568.26331210016	9409.318462288553	9242.84183743714	6465.147714358724	3975.364936844068	10503.962597739874	4429.926069999047	7613.833564591894	7894.390876860612	7596.460862134379	2389.473951748066	7481.6502883818885	6394.478891524551	4869.689539807631	5147.560790469532	9419.995093259298	3586.5793551602587	6261.886078726168	8174.6680352084195	11491.711308148859	7773.591195550943	4645.8039544966905	9655.78971785586	2870.637393204388	4029.7078781124983	3502.4504422974755	7424.295600225873	4451.8861165015815	2513.899213056941	7873.709425740679	8732.633288281997	6929.956053544202	9613.482800511347	7931.461310709874	2017.8419319643035	4962.90484380611	3922.427030445382	8059.705268561331	6524.253914243905	7337.198712991614	13452.186372867704	5183.55435890332	11337.330224988244	3149.4741520797597	6585.765009428848	5480.126141586913	11669.424946223073	1032.4169261681882	4446.754421421079	8588.238828997031	6415.539673233837	5088.84570818429	8259.641479466021	7821.920277237914	9311.984004437736	5561.483068999174	7834.441665773266	7539.392872189268	6636.835553430777	8163.743981497148	2900.3950137712354	1606.1927967419701
PWY-7664	3201.293434769127	1964.7547145349852	1192.7211560785086	1316.763637950144	1382.3550470390146	397.20842025583437	0.0	0.0	1113.4224496574498	754.3865469376161	1657.6249317522397	0.0	469.07260968235255	0.0	249.38398884511767	107.83973635207457	636.4753301069934	520.1087214004793	363.4554660134649	2374.4903319218547	454.72326565855985	443.5444143308751	2033.1407447597937	1515.0226980236287	0.0	526.6205316414062	892.7523542697934	627.891494752383	397.921095761961	154.1649023581117	0.0	765.2424606820415	691.3379445431375	3034.139687618133	3011.5304505904915	2213.5510415777667	271.03866290383945	4472.581095423258	641.0353137059462	3792.5257524023564	749.7259048737022	73.02099302757846	0.0	1194.8404142769666	0.0	0.0	125.63497235213163	1228.3033313090536	0.0	411.35935121872876	0.0	2632.016488311597	255.49907846379338	49.79030054361767	27.945065756122254	258.4250018234994	0.0	0.0	465.8345929944604	1513.7620035693992	0.0	1335.942815457646	1131.4787670764056	1535.7995969731378	2289.989748061559	1287.7921509793298	0.0	675.832261809107	356.02237793979765	2268.3134174759584	532.4698946775056	1497.0038689784537	2570.9630291089134	901.6829083111617	2356.6383059313475	550.7540574904432	1555.6656499565195	1171.0498408378548	3076.354060680847	29.202085617055683	874.4283886950084	2426.09801391591	964.3497979013165	97.9794166952796	1372.8903358443392	1213.0755164521247	3876.1308756558874	627.0495841732815	3309.122131812161	3344.6767637642074	1790.4839730901706	2609.492705568763	1367.4173834527148	65.32393544659564
PWY-841	6291.33026366343	2689.2838746156135	3108.876345971952	2629.0538131410653	2880.668505570225	2860.434445753761	3273.0384350847357	1225.2434785932114	1612.1791246006123	3350.309906453736	2832.3980264690167	820.2650410084807	1819.1209703688537	1420.4161909755098	2055.78212169721	2206.3403711838273	3180.5905484742466	1328.7769677019346	2119.6246150688125	2049.264244509927	1682.4862444892497	2193.5221639956503	3371.033780858411	5115.044422711285	1508.227491877475	2043.0239208334617	3175.2243527862997	2494.7764621288525	2851.286994491149	1878.8032489956802	3468.641991987029	2421.4277949321686	2186.8136654781997	6617.330731415645	6426.507524326083	4603.179865791818	2653.702286660971	7448.273721830047	3195.658679961362	5655.330703369214	5015.7519219214455	5010.971429109481	1666.8489639789502	4864.745386471634	4154.382287262247	3493.7477867002713	3496.9867554864973	6263.5600870516055	2648.760142549561	4395.28632870483	5500.720578538167	8104.402028513803	4819.212509242234	3330.190223251444	6308.5212075303025	1685.6503258086493	2746.053791536302	2480.7793775816576	5591.804579176282	3406.3681663673638	1765.343366926268	5244.579893850264	5815.418572574142	4966.371394982476	7212.270953912763	5634.084119855712	747.5754051252524	3688.191504956119	2819.037247412701	6017.769798947462	3633.418948938045	5375.904671987903	10037.305721155199	3452.544759977017	8821.323533216202	2320.1238515067434	5092.813132836929	3569.618043789254	8899.804399051083	833.2462134038362	3508.8934986724344	6054.051957404398	4327.707161439407	2484.5756686427394	5891.260571153187	5139.311723352911	6788.956317755685	3631.753619915748	5741.955700783762	5550.082058899846	4492.9500606188185	5916.093717298643	2052.402383045578	982.3486093734449
PWY-922	0.0	0.0	0.0	0.0	13.386783587946406	0.0	0.0	0.0	213.53191956778645	106.76120997322847	0.0	0.0	157.47077480087384	60.25528035054292	0.0	8.3656990206901	136.53101492161338	6.942107275915191	12.492724835069405	0.0	76.87729986190563	568.0045180575117	251.49524893169527	69.04559278811216	59.080570975610016	427.43427691319516	8.319945618373849	0.0	58.97530187659277	0.0	11.153081728664324	102.09776775112843	25.992595389230633	0.0	2.329405884946642	0.0	12.806325522863476	39.1100235712464	2.5975519605334254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.170967635984912	0.0	59.59658227719485	0.0	128.3000895784663	85.42804768134812	0.0	6.374111482953457	0.0	8.537974915406712	0.0	0.0	0.0	0.0	0.0	40.541254053363645	0.0	128.5512149033669	298.27884257112595	34.24311915476671	0.0	72.52193970657748	0.0	0.0	0.0	0.0	32.30126370640767	63.27451271328947	72.48262498285138	0.0	0.0	0.0	330.35574071492476	32.376778743046096	129.04739093654706	265.28201357412877	0.0	141.66321658046846	0.0	571.0601347777133	0.0	36.7825444765578	0.0	20.781328332855107	89.65595619057055	118.1270164409525	0.0	0.0
PWY0-1061	989.0504789836845	2000.9582746675978	1272.5806842707743	1936.4332891808476	1700.9865923041043	1309.6429587804762	51.61282061643218	610.0177032260557	1416.1274516595736	1612.6709557567071	1689.756308517378	0.0	1288.8800501511673	839.400239945495	1454.8163184873833	334.64131717133506	1720.6220994650216	474.62854321226376	1381.2251236175393	2064.448210592908	1365.576600949408	1546.9521342539094	2498.1575216110796	698.9015458433951	861.7960452729172	2370.902270408448	1638.0732585970327	1061.4815641225973	1833.6152444282363	1059.840500270467	1580.7333258732062	1720.3446114165738	1664.1873485007768	601.4892142045193	1252.2977680299293	564.9866168289083	529.8648440899995	926.6321842299958	180.46014644811078	95.1680127078613	854.8841250402867	269.6237429165562	234.82791461286652	877.7570486400123	785.4260522016497	385.76008419847096	296.8369677920828	1219.851505245795	186.58659310518613	219.47943249965542	978.4190101353862	1078.9793944414319	142.33623821065882	385.7335455438194	876.5727035606616	1748.7946992062123	104.17529965147149	0.0	735.4702240832925	107.15404497780789	0.0	550.8194083422028	625.7708447989413	342.2751027419253	287.3132285505368	372.5926279842266	153.33961754055406	498.70319532911554	293.5934816126999	450.43414730041786	415.34161410787374	408.84030581950054	304.47649453855917	341.24893664034255	640.7798087804396	83.63241446647181	340.3363002184776	652.9354382867823	261.1898857676074	116.67009977459182	522.3189123007471	284.8323388882427	170.8788640651853	2361.7337562719736	192.09258094014848	576.740918387545	117.90247504253261	254.8459695037774	189.7735813240273	292.8503429970796	356.08251163261707	123.18198111985993	93.93596829519055	0.0
PWY0-1241	929.9829147708565	818.4369372546115	489.1708696814071	786.0168302945301	634.222398569366	394.46653435595385	174.47448576693114	98.65363774957294	240.4225653814833	544.9312734050224	530.3300016145085	20.606060606060606	127.08862384601439	54.067796610169495	249.11483620351538	38.08377171120539	270.43656460168484	344.64712719545923	90.498976893966	852.1981202960602	242.95111210425517	77.08910440531582	829.5838102204506	727.0547958534735	61.40578028844395	105.33023759103963	58.86773741364969	139.48610429467925	200.22162513278388	213.448386407352	197.05704171008637	220.23061287316267	423.68347304702934	910.529624152055	879.3057582996437	500.9438716273895	515.1910411356798	788.0460143902678	626.9394188462597	833.8504233606808	360.803783212618	303.57806485981826	0.0	381.25981930958733	46.86250914737107	135.29349727657356	162.06407710147823	563.0723981184696	171.38118490024306	330.85400521827177	529.788139799468	760.7827798631557	177.683530583648	452.8236809873591	396.3729583009254	150.38661317160646	165.50147015498726	142.3890075201931	512.3571116113525	545.5411576211501	77.088948787062	499.1069752408811	1041.983816861926	826.6688394707869	976.838289416212	321.2244536350661	139.39738734385145	668.6968864043795	208.89425584180637	1569.3710578407672	665.4284441337056	845.7399061657331	1318.6290249983892	380.4471793738604	1906.850493865714	454.72700426545737	492.0281613209634	385.9304294466163	1600.2613335766666	111.6291288984483	778.8654521281628	864.0777195214823	634.118592150444	133.9214263632843	532.3607068135933	1274.5520481955382	754.7119714156538	526.7164762809222	832.8796964186228	872.1575386156798	781.2335510722162	901.8210874023715	143.74177650395063	310.732940744374
PWY0-1261	4458.197816413516	2407.756189489809	1581.810145807029	1598.732856676906	1674.6821358451205	1336.212804793731	2068.97607760086	0.0	1060.5626345273133	1502.1816836384985	1948.05924343068	463.02010201378926	1376.6203623627498	0.0	778.3709613305092	291.9328419760991	1622.1629328363852	378.0069089604378	1011.6281146380196	2362.2756689986677	885.9297589699228	1128.7653292841026	2554.9122217392564	3279.8969924819257	0.0	914.3857592995026	476.92442779623684	263.2732339326243	1145.9545441785103	159.30936916365818	152.40862942556393	1066.271934684525	917.7575546457932	4635.95114897543	4495.151865716473	3546.3701456159138	1707.150817764581	5244.723562127589	1839.8136513643337	3779.293392464923	3906.5246002648196	4234.935222117806	1037.9689030955249	3779.5116654524168	2593.7214794511715	2622.3650017332884	2647.585033533815	4681.36201149737	1675.219256015596	3377.4506992198653	3840.2200221979983	5768.343612727714	4001.965927596453	1806.4569932005475	4560.775472696852	854.5179995449131	1753.190579876573	1742.028472683847	3770.7940457976456	1722.8638767969742	687.2700871799739	4349.259674532171	4492.175876922054	3359.572308407334	5290.873958122941	2841.84596638915	197.77622522275772	2390.8708637677064	1134.9431993528394	4657.916048632164	1800.9098189834604	4155.100871025849	7811.973890020333	3010.184931545145	5821.534405928009	1440.3130139392406	3108.9402783164182	2721.9410543324334	6381.635915066932	531.0469744040497	2515.7294295837482	4646.38202453089	3035.020232937244	401.3979153959641	4637.712723467797	3571.578200332033	3708.020539292344	2753.2669491021366	3534.6165151050395	3474.2781968911813	3350.895561371649	4002.3339999175564	1318.1678572971389	410.66761784221666
PWY0-1277	0.0	28.896975848376748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6592540045054145	0.0	0.0	5.330398935914136	0.0	0.0	0.0	54.646413322480996	0.0	0.0	28.54669763378114	67.4361412691232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.953193482093372	8.455675935627765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.47695625962678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.19047304968036	0.0	0.0	49.93544363668805	0.0	16.59873270072204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1296	4538.187222200692	2492.606269664361	2401.7400037064435	2497.2913519249983	2294.432241124053	2536.137609315785	2246.4983115975783	1627.0902762519777	3110.52826802927	3484.3918011927803	2562.665222368508	296.6661318787101	2355.572101097912	2102.8140293420092	3172.313494818867	2737.626028870713	4064.886842246934	1469.7875422074055	2547.208402853163	1845.4894065068365	1894.3581272706604	3547.4328564208354	3874.691711044075	2579.0980127343737	2599.183070561412	3171.9681065592963	2926.9056896022885	2731.6728286997773	3278.427926980406	2713.1079903339537	3779.483599144406	2568.8841142657316	2727.1042098245157	4203.085031269657	4675.54189061177	3130.806504231759	2305.211884399882	4171.819441770934	2101.707639755947	2552.847747928565	3508.003937007875	3316.0629943499675	599.6186111710157	3313.992513950697	2462.016714344095	1294.8476404262826	1721.13630168809	3583.6593294377944	1200.0336560337034	2580.9380884903135	3332.3505814807245	3617.538527412253	3819.984378905357	1754.1204479399328	4150.612145794394	2446.2603170952	1653.6540564504207	1367.6866731032849	2263.0841067501246	1250.889039657628	1018.333624254268	3468.5819450511817	3170.8164803266723	2247.108592333099	3010.881599915012	3060.5626804371173	1246.2519031141871	1885.9391014857183	1383.6608800000001	2501.5687063518944	3029.5371810555753	2609.2556161041275	5277.594759408787	1872.3475844646562	3569.7393968036063	1411.3115318980058	2071.0933058812066	2720.2675207299085	3721.1923546657194	309.6804123711341	1736.0543144138196	3494.3935273807433	2973.8081467730963	3477.2985013066104	3813.916992714517	3482.1143010578944	2925.592942235665	2678.5306183810035	2353.7145410887615	2351.5308611360256	3418.963102152375	2843.8681891184574	726.7541702664984	852.1301466157863
